Name,Gender,Department,Annual Salary,Location,Performance,Distance to Office,Age,Tenure in Company,Salary Category,Age Group,Distance Category,Experience,Rating
Shinde Mahesh Jayant,Male,Business Development,397800,Bengaluru,Not Rated,14,32,10.6,2LPA - 4LPA,Between 31-40,Between 10-20km,10-15 Years,0
Shinde Swapnil Ramesh Chhaya,Male,Services,589600,Bengaluru,Average,6,39,15.5,4LPA - 6LPA,Between 31-40,Less than 10km,15+ Years,3
Shiralkar Kedar Janardan,Male,Training,379000,Mumbai,Good,26,28,0.7,2LPA - 4LPA,Less than 30,Greater than 20km,0-2 Years,4
Shishir Kumar,Male,Sales,455100,Mumbai,Good,16,34,12.2,4LPA - 6LPA,Between 31-40,Between 10-20km,10-15 Years,4
Shishir Sudershan Tiwari,Male,Product Management,666100,Mumbai,Average,3,34,0.3,6LPA - 8LPA,Between 31-40,Less than 10km,0-2 Years,3
Shital Avinash Patil,Female,Sales,441200,Bengaluru,Very Poor,15,32,2.1,4LPA - 6LPA,Between 31-40,Between 10-20km,2-5 Years,1
Shiv Chauhan,Male,Services,322700,Mumbai,Average,18,40,13.6,2LPA - 4LPA,Between 31-40,Between 10-20km,10-15 Years,3
Shivangi Kishor Gogte,Female,Engineering,371300,Bengaluru,Not Rated,15,34,6.9,2LPA - 4LPA,Between 31-40,Between 10-20km,5-10 Years,0
Shiwanki Joshi,Female,Sales,455900,Mumbai,Good,28,26,2.7,4LPA - 6LPA,Less than 30,Greater than 20km,2-5 Years,4
Shradha Murlidhar Deshmukh,Female,Accounting,940700,Mumbai,Average,14,39,6.7,8LPA - 10LPA,Between 31-40,Between 10-20km,5-10 Years,3
Shree Jain,Female,Services,412200,Bengaluru,Average,27,36,6.0,4LPA - 6LPA,Between 31-40,Greater than 20km,5-10 Years,3
Shreyas Juyal,Male,Accounting,1199300,Bengaluru,Average,12,27,3.0,Greater than 10 LPA ,Less than 30,Between 10-20km,2-5 Years,3
Shridhar Pandharinath Kudale,Male,Engineering,948200,Mumbai,Average,11,39,15.5,8LPA - 10LPA,Between 31-40,Between 10-20km,15+ Years,3
Shruthi Mohan Menon,Female,Accounting,388300,New Delhi,Good,10,39,4.1,2LPA - 4LPA,Between 31-40,Less than 10km,2-5 Years,4
Shweta Dasgupta,Female,Engineering,288700,Mumbai,Very Good,6,37,4.5,2LPA - 4LPA,Between 31-40,Less than 10km,2-5 Years,5
Shweta Patil,Female,Marketing,707600,Bengaluru,Good,27,41,15.1,6LPA - 8LPA,Greater than 40,Greater than 20km,15+ Years,4
Shweta Saklany,Female,Research and Development,715400,New Delhi,Average,13,38,13.2,6LPA - 8LPA,Between 31-40,Between 10-20km,10-15 Years,3
Sibyl Dunkirk,Female,Research and Development,1046800,Bengaluru,Average,12,27,4.0,Greater than 10 LPA ,Less than 30,Between 10-20km,2-5 Years,3
Siddhant Gupta,Male,Training,633700,Bengaluru,Average,4,41,18.9,6LPA - 8LPA,Greater than 40,Less than 10km,15+ Years,3
Sidiqullah Barikzai,Male,Business Development,1064000,Bengaluru,Average,4,29,6.7,Greater than 10 LPA ,Less than 30,Less than 10km,5-10 Years,3
Silva Monte,Male,Marketing,369200,New Delhi,Average,12,27,3.0,2LPA - 4LPA,Less than 30,Between 10-20km,2-5 Years,3
Simon Kembery,Male,Human Resources,578200,New Delhi,Average,21,40,3.8,4LPA - 6LPA,Between 31-40,Greater than 20km,2-5 Years,3
Sissy Muehle,Female,Business Development,937400,New Delhi,Average,19,32,1.9,8LPA - 10LPA,Between 31-40,Between 10-20km,0-2 Years,3
Sivaraman S,Male,Training,939600,New Delhi,Poor,26,41,17.6,8LPA - 10LPA,Greater than 40,Greater than 20km,15+ Years,2
Sly Cowley,Male,Marketing,1072200,Bengaluru,Average,22,40,2.6,Greater than 10 LPA ,Between 31-40,Greater than 20km,2-5 Years,3
Smita Badve,Female,Training,901500,Mumbai,Very Good,10,27,4.3,8LPA - 10LPA,Less than 30,Less than 10km,2-5 Years,5
Smita Khade,Female,Engineering,940200,Mumbai,Good,12,31,0.5,8LPA - 10LPA,Between 31-40,Between 10-20km,0-2 Years,4
Smriti Mandhana,Female,Marketing,429700,Bengaluru,Good,19,28,0.8,4LPA - 6LPA,Less than 30,Between 10-20km,0-2 Years,4
Smriti Shukla,Female,Legal,334100,New Delhi,Average,17,36,10.7,2LPA - 4LPA,Between 31-40,Between 10-20km,10-15 Years,3
Sneh Rana,Female,Product Management,1196700,Bengaluru,Average,1,36,0.1,Greater than 10 LPA ,Between 31-40,Less than 10km,0-2 Years,3
Sohan Chowdhury,Male,Accounting,1153800,New Delhi,Average,16,30,1.2,Greater than 10 LPA ,Less than 30,Between 10-20km,0-2 Years,3
Somesh Lund,Male,Support,750100,New Delhi,Good,20,36,13.5,6LPA - 8LPA,Between 31-40,Between 10-20km,10-15 Years,4
Sonali Jayprakashji Bagade,Female,Accounting,1041200,Mumbai,Good,13,37,15.8,Greater than 10 LPA ,Between 31-40,Between 10-20km,15+ Years,4
Sonkamble Rahul Ganpatrao,Male,Research and Development,826800,Bengaluru,Very Poor,8,39,16.4,8LPA - 10LPA,Between 31-40,Less than 10km,15+ Years,1
Sonkusare Yatin Prabhakar,Male,Accounting,522500,New Delhi,Very Poor,18,28,7.2,4LPA - 6LPA,Less than 30,Between 10-20km,5-10 Years,1
Sorokhaibam Ranjana Chanu,Female,Sales,831900,Bengaluru,Average,5,40,8.5,8LPA - 10LPA,Between 31-40,Less than 10km,5-10 Years,3
Soumava Pal,Female,Accounting,835900,Mumbai,Poor,6,37,12.3,8LPA - 10LPA,Between 31-40,Less than 10km,10-15 Years,2
Sridhar Vemulawada,Male,Research and Development,1077000,Mumbai,Very Good,29,29,3.7,Greater than 10 LPA ,Less than 30,Greater than 20km,2-5 Years,5
Srishti Luthra,Female,Sales,1021300,New Delhi,Average,2,30,6.4,Greater than 10 LPA ,Less than 30,Less than 10km,5-10 Years,3
Stan Tolliday,Female,Engineering,743600,Bengaluru,Good,23,40,13.6,6LPA - 8LPA,Between 31-40,Greater than 20km,10-15 Years,4
Steven Labat,Male,Services,423100,Mumbai,Not Rated,15,29,1.1,4LPA - 6LPA,Less than 30,Between 10-20km,0-2 Years,0
Sujata Sachin Ambekar,Female,Engineering,784400,Bengaluru,Poor,10,33,8.9,6LPA - 8LPA,Between 31-40,Less than 10km,5-10 Years,2
Sukeshini Baban Khandagale,Female,Support,1137600,New Delhi,Good,18,29,4.7,Greater than 10 LPA ,Less than 30,Between 10-20km,2-5 Years,4
Sumana Bose,Female,Services,938800,New Delhi,Average,21,31,2.9,8LPA - 10LPA,Between 31-40,Greater than 20km,2-5 Years,3
Sumana Dhirendra Nath Acharya,Female,Legal,850000,New Delhi,Poor,9,34,9.6,8LPA - 10LPA,Between 31-40,Less than 10km,5-10 Years,2
Sumit Marotrao Tak,Male,Human Resources,725500,Bengaluru,Average,1,27,3.8,6LPA - 8LPA,Less than 30,Less than 10km,2-5 Years,3
Sumithra Kamaraj,Female,Legal,723600,New Delhi,Poor,19,31,9.8,6LPA - 8LPA,Between 31-40,Between 10-20km,5-10 Years,2
Sunaina Srivastava,Female,Accounting,1148900,Mumbai,Average,28,26,4.9,Greater than 10 LPA ,Less than 30,Greater than 20km,2-5 Years,3
Suryavanshi Akash Rameshbabu,Male,Marketing,1075800,Mumbai,Poor,15,30,4.9,Greater than 10 LPA ,Less than 30,Between 10-20km,2-5 Years,2
Sushma Nareshsingh Parihar,Female,Research and Development,360400,Mumbai,Average,12,32,0.8,2LPA - 4LPA,Between 31-40,Between 10-20km,0-2 Years,3
Sushma Verma,Female,Product Management,350100,New Delhi,Average,14,31,4.4,2LPA - 4LPA,Between 31-40,Between 10-20km,2-5 Years,3
Susy Challoner,Female,Research and Development,742800,Bengaluru,Average,1,28,3.6,6LPA - 8LPA,Less than 30,Less than 10km,2-5 Years,3
Swapnil Agrawal,Male,Research and Development,1157900,Bengaluru,Very Poor,26,33,6.2,Greater than 10 LPA ,Between 31-40,Greater than 20km,5-10 Years,1
Swati Tayal,Female,Support,383300,Bengaluru,Average,17,34,8.3,2LPA - 4LPA,Between 31-40,Between 10-20km,5-10 Years,3
T R Anandan,Male,Business Development,702700,Mumbai,Very Good,23,27,6.3,6LPA - 8LPA,Less than 30,Greater than 20km,5-10 Years,5
Tabbatha Pickston,Male,Support,370600,New Delhi,Average,1,36,9.6,2LPA - 4LPA,Between 31-40,Less than 10km,5-10 Years,3
Tadio Dowdle,Female,Research and Development,581000,New Delhi,Very Good,2,37,13.3,4LPA - 6LPA,Between 31-40,Less than 10km,10-15 Years,5
Tak Pradnya Pandit,Female,Support,997800,New Delhi,Very Good,25,36,15.3,8LPA - 10LPA,Between 31-40,Greater than 20km,15+ Years,5
Talele Pallavi Laxmikant,Female,Accounting,1190200,Bengaluru,Poor,2,36,9.7,Greater than 10 LPA ,Between 31-40,Less than 10km,5-10 Years,2
Tallie Chaikovski,Male,Engineering,929400,Bengaluru,Good,5,33,2.3,8LPA - 10LPA,Between 31-40,Less than 10km,2-5 Years,4
Tamara Couvet,Female,Training,596700,New Delhi,Not Rated,11,39,3.4,4LPA - 6LPA,Between 31-40,Between 10-20km,2-5 Years,0
Tammi Lackham,Female,Marketing,774700,New Delhi,Good,26,31,6.7,6LPA - 8LPA,Between 31-40,Greater than 20km,5-10 Years,4
Tanmoy Goswami,Male,Engineering,456500,Bengaluru,Good,17,37,10.3,4LPA - 6LPA,Between 31-40,Between 10-20km,10-15 Years,4
Tanvi Godbole,Female,Engineering,884300,Bengaluru,Average,20,40,14.5,8LPA - 10LPA,Between 31-40,Between 10-20km,10-15 Years,3
Tarrah Wordsworth,Female,Human Resources,368800,New Delhi,Good,20,34,9.7,2LPA - 4LPA,Between 31-40,Between 10-20km,5-10 Years,4
Tarun Kumar�,Male,Services,1118200,Bengaluru,Very Good,29,33,8.3,Greater than 10 LPA ,Between 31-40,Greater than 20km,5-10 Years,5
Tatum Hush,Female,Human Resources,928700,Mumbai,Average,11,33,11.8,8LPA - 10LPA,Between 31-40,Between 10-20km,10-15 Years,3
Tehsin Karbhari,Male,Business Development,1003600,Bengaluru,Average,15,38,8.1,Greater than 10 LPA ,Between 31-40,Between 10-20km,5-10 Years,3
Thekla Lynnett,Male,Business Development,489500,Mumbai,Good,11,27,3.6,4LPA - 6LPA,Less than 30,Between 10-20km,2-5 Years,4
Timmy Brenston,Male,Sales,528100,Mumbai,Poor,10,37,7.5,4LPA - 6LPA,Between 31-40,Less than 10km,5-10 Years,2
Titir Das,Female,Legal,785600,New Delhi,Very Poor,26,34,12.4,6LPA - 8LPA,Between 31-40,Greater than 20km,10-15 Years,1
Toby Brodhead,Female,Support,752800,New Delhi,Average,18,28,5.0,6LPA - 8LPA,Less than 30,Between 10-20km,2-5 Years,3
Toby Micklewright,Male,Training,931300,New Delhi,Poor,6,35,14.9,8LPA - 10LPA,Between 31-40,Less than 10km,10-15 Years,2
Torrance Collier,Female,Business Development,1052900,New Delhi,Very Poor,20,36,6.2,Greater than 10 LPA ,Between 31-40,Between 10-20km,5-10 Years,1
Townie Dongall,Male,Training,1083400,New Delhi,Not Rated,16,31,3.6,Greater than 10 LPA ,Between 31-40,Between 10-20km,2-5 Years,0
Tracy Renad,Female,Business Development,1014200,Bengaluru,Average,20,35,3.5,Greater than 10 LPA ,Between 31-40,Between 10-20km,2-5 Years,3
Trey Jurges,Female,Business Development,547800,New Delhi,Very Good,4,35,1.1,4LPA - 6LPA,Between 31-40,Less than 10km,0-2 Years,5
Tris Hynard,Female,Support,635600,Mumbai,Very Good,17,26,0.2,6LPA - 8LPA,Less than 30,Between 10-20km,0-2 Years,5
Trix Lutsch,Male,Research and Development,684800,Bengaluru,Poor,26,34,8.7,6LPA - 8LPA,Between 31-40,Greater than 20km,5-10 Years,2
Tushar Mane,Male,Legal,994600,Mumbai,Average,7,28,7.0,8LPA - 10LPA,Less than 30,Less than 10km,5-10 Years,3
Twila Roantree,Female,Services,1004200,Mumbai,Poor,26,40,11.6,Greater than 10 LPA ,Between 31-40,Greater than 20km,10-15 Years,2
Tyson Prescote,Male,Human Resources,396500,Mumbai,Average,5,40,10.1,2LPA - 4LPA,Between 31-40,Less than 10km,10-15 Years,3
Ulick Maingot,Female,Training,562500,Mumbai,Average,2,29,4.7,4LPA - 6LPA,Less than 30,Less than 10km,2-5 Years,3
Uma Pratap Madje,Female,Marketing,576400,Mumbai,Average,20,30,2.1,4LPA - 6LPA,Less than 30,Between 10-20km,2-5 Years,3
Umang Pawa,Male,Engineering,431500,Mumbai,Very Good,29,40,13.1,4LPA - 6LPA,Between 31-40,Greater than 20km,10-15 Years,5
Vaishali Narasingh Kalyankar,Female,Accounting,1060800,Mumbai,Not Rated,24,27,4.6,Greater than 10 LPA ,Less than 30,Greater than 20km,2-5 Years,0
Vandana Patyal,Female,Sales,295900,New Delhi,Good,16,36,10.3,2LPA - 4LPA,Between 31-40,Between 10-20km,10-15 Years,4
Vassili Flay,Not Revealed,Accounting,862400,Bengaluru,Average,29,33,8.2,8LPA - 10LPA,Between 31-40,Greater than 20km,5-10 Years,3
Vavhal Jeevak Sambhu Vavhal,Male,Product Management,364800,Mumbai,Average,26,33,1.1,2LPA - 4LPA,Between 31-40,Greater than 20km,0-2 Years,3
Venkatamrudula Bhimavarapu,Female,Marketing,485900,New Delhi,Very Poor,22,29,1.1,4LPA - 6LPA,Less than 30,Greater than 20km,0-2 Years,1
Vere Kulic,Male,Engineering,416700,Bengaluru,Average,29,34,3.2,4LPA - 6LPA,Between 31-40,Greater than 20km,2-5 Years,3
Vernor Atyea,Female,Research and Development,622800,New Delhi,Not Rated,6,36,8.9,6LPA - 8LPA,Between 31-40,Less than 10km,5-10 Years,0
Vidyadhar Raghavan,Male,Services,920100,Mumbai,Very Poor,12,35,12.4,8LPA - 10LPA,Between 31-40,Between 10-20km,10-15 Years,1
Vijay Prabhu,Male,Training,595600,New Delhi,Very Good,26,27,6.2,4LPA - 6LPA,Less than 30,Greater than 20km,5-10 Years,5
Vijayatai Dharmaraj Hukare,Female,Engineering,1148100,New Delhi,Average,22,40,6.9,Greater than 10 LPA ,Between 31-40,Greater than 20km,5-10 Years,3
Vinayak S�,Male,Product Management,668700,Mumbai,Not Rated,18,31,10.2,6LPA - 8LPA,Between 31-40,Between 10-20km,10-15 Years,0
Vineet Shastry,Male,Human Resources,1137900,New Delhi,Very Poor,22,39,7.6,Greater than 10 LPA ,Between 31-40,Greater than 20km,5-10 Years,1
Violetta Vial,Male,Legal,382500,New Delhi,Average,9,29,6.7,2LPA - 4LPA,Less than 30,Less than 10km,5-10 Years,3
Vipul Khajuria,Male,Support,480900,Mumbai,Not Rated,4,34,8.5,4LPA - 6LPA,Between 31-40,Less than 10km,5-10 Years,0
Virginia McConville,Female,Accounting,996300,Mumbai,Average,4,38,17.0,8LPA - 10LPA,Between 31-40,Less than 10km,15+ Years,3
Vishal Sharad Kumbhar,Male,Product Management,863400,Mumbai,Poor,11,35,6.6,8LPA - 10LPA,Between 31-40,Between 10-20km,5-10 Years,2
Vishnupant Sangappa Potdar,Male,Sales,885900,Mumbai,Average,26,29,5.0,8LPA - 10LPA,Less than 30,Greater than 20km,2-5 Years,3
Vishwanath C Patil,Male,Support,611000,New Delhi,Average,10,37,3.4,6LPA - 8LPA,Between 31-40,Less than 10km,2-5 Years,3
Vlad Strangeway,Male,Product Management,712400,Mumbai,Average,17,35,6.5,6LPA - 8LPA,Between 31-40,Between 10-20km,5-10 Years,3
Von Boeter,Male,Sales,1146500,New Delhi,Very Poor,11,31,3.4,Greater than 10 LPA ,Between 31-40,Between 10-20km,2-5 Years,1
Wald Bountiff,Female,Human Resources,769000,Mumbai,Very Good,19,35,4.8,6LPA - 8LPA,Between 31-40,Between 10-20km,2-5 Years,5
Wangkhem Linthoingambi Devi,Female,Business Development,1165900,Bengaluru,Very Good,16,29,1.0,Greater than 10 LPA ,Less than 30,Between 10-20km,0-2 Years,5
Warner Carwithan,Female,Engineering,783900,Mumbai,Average,10,39,14.1,6LPA - 8LPA,Between 31-40,Less than 10km,10-15 Years,3
Wasim Khan,Male,Accounting,1036100,New Delhi,Poor,7,33,9.3,Greater than 10 LPA ,Between 31-40,Less than 10km,5-10 Years,2
Wendel Malletratt,Male,Engineering,981100,Mumbai,Good,14,29,5.5,8LPA - 10LPA,Less than 30,Between 10-20km,5-10 Years,4
Wilt Wayvill,Female,Human Resources,339600,Bengaluru,Not Rated,10,26,2.4,2LPA - 4LPA,Less than 30,Less than 10km,2-5 Years,0
Win Arthurs,Female,Business Development,1121100,New Delhi,Not Rated,21,36,2.7,Greater than 10 LPA ,Between 31-40,Greater than 20km,2-5 Years,0
Wyatt Clinch,Male,Training,913100,New Delhi,Average,18,39,6.2,8LPA - 10LPA,Between 31-40,Between 10-20km,5-10 Years,3
Wyn Treadger,Female,Business Development,713700,Bengaluru,Average,22,33,10.1,6LPA - 8LPA,Between 31-40,Greater than 20km,10-15 Years,3
Y Kalyani,Female,Training,715700,Mumbai,Not Rated,21,33,10.3,6LPA - 8LPA,Between 31-40,Greater than 20km,10-15 Years,0
Yamini Roy,Female,Marketing,679100,New Delhi,Average,9,28,7.6,6LPA - 8LPA,Less than 30,Less than 10km,5-10 Years,3
Yargatti Rizwan Rahim,Male,Support,1003700,Mumbai,Average,5,31,5.3,Greater than 10 LPA ,Between 31-40,Less than 10km,5-10 Years,3
Yasmeen Klimkiewich,Female,Business Development,902400,Mumbai,Poor,24,29,1.4,8LPA - 10LPA,Less than 30,Greater than 20km,0-2 Years,2
Yoshiko Tamblingson,Male,Engineering,758700,New Delhi,Average,12,36,0.7,6LPA - 8LPA,Between 31-40,Between 10-20km,0-2 Years,3
Yugantar Vishwas Ballal,Male,Training,587400,New Delhi,Not Rated,21,29,6.2,4LPA - 6LPA,Less than 30,Greater than 20km,5-10 Years,0
Yvette Bett,Male,Legal,325000,Bengaluru,Average,21,33,8.4,2LPA - 4LPA,Between 31-40,Greater than 20km,5-10 Years,3
